workbook_type,workbook_name,sheet_name,budget_version,customer_code,customer_name,market_group,region,sub_region,sales_person,channel,door_type,budget_month,currency_code,budget_amount_native,fx_rate_to_eur,budget_amount_eur_compare
core_markets_budget,2026.03.18 Core Markets Sales Budget 2026 New Regions FINAL.xlsx,NL Other_Belgium,2026.03.18,24032,"Angelique C""; Angelique Cools",Core Markets,Benelux,NL Other + BL,Gabrielle,,,2026-12-01,EUR,529.0284370000002,1.0,529.0284370000002
core_markets_budget,2026.03.18 Core Markets Sales Budget 2026 New Regions FINAL.xlsx,NL Other_Belgium,2026.03.18,24007,"Apprenza Cosmetisch Instituut, Maartje van Loon",Core Markets,Benelux,NL Other + BL,Gabrielle,,,2026-01-01,EUR,1402.53995,1.0,1402.53995
core_markets_budget,2026.03.18 Core Markets Sales Budget 2026 New Regions FINAL.xlsx,NL Other_Belgium,2026.03.18,24007,"Apprenza Cosmetisch Instituut, Maartje van Loon",Core Markets,Benelux,NL Other + BL,Gabrielle,,,2026-02-01,EUR,1602.9028,1.0,1602.9028
core_markets_budget,2026.03.18 Core Markets Sales Budget 2026 New Regions FINAL.xlsx,NL Other_Belgium,2026.03.18,24007,"Apprenza Cosmetisch Instituut, Maartje van Loon",Core Markets,Benelux,NL Other + BL,Gabrielle,,,2026-03-01,EUR,2003.6285,1.0,2003.6285
core_markets_budget,2026.03.18 Core Markets Sales Budget 2026 New Regions FINAL.xlsx,NL Other_Belgium,2026.03.18,24007,"Apprenza Cosmetisch Instituut, Maartje van Loon",Core Markets,Benelux,NL Other + BL,Gabrielle,,,2026-04-01,EUR,1703.084225,1.0,1703.084225
core_markets_budget,2026.03.18 Core Markets Sales Budget 2026 New Regions FINAL.xlsx,NL Other_Belgium,2026.03.18,24007,"Apprenza Cosmetisch Instituut, Maartje van Loon",Core Markets,Benelux,NL Other + BL,Gabrielle,,,2026-05-01,EUR,1803.2656499999998,1.0,1803.2656499999998
core_markets_budget,2026.03.18 Core Markets Sales Budget 2026 New Regions FINAL.xlsx,NL Other_Belgium,2026.03.18,24007,"Apprenza Cosmetisch Instituut, Maartje van Loon",Core Markets,Benelux,NL Other + BL,Gabrielle,,,2026-06-01,EUR,1602.9028,1.0,1602.9028
core_markets_budget,2026.03.18 Core Markets Sales Budget 2026 New Regions FINAL.xlsx,NL Other_Belgium,2026.03.18,24007,"Apprenza Cosmetisch Instituut, Maartje van Loon",Core Markets,Benelux,NL Other + BL,Gabrielle,,,2026-07-01,EUR,1602.9028,1.0,1602.9028
core_markets_budget,2026.03.18 Core Markets Sales Budget 2026 New Regions FINAL.xlsx,NL Other_Belgium,2026.03.18,24007,"Apprenza Cosmetisch Instituut, Maartje van Loon",Core Markets,Benelux,NL Other + BL,Gabrielle,,,2026-08-01,EUR,1302.358525,1.0,1302.358525
core_markets_budget,2026.03.18 Core Markets Sales Budget 2026 New Regions FINAL.xlsx,NL Other_Belgium,2026.03.18,24007,"Apprenza Cosmetisch Instituut, Maartje van Loon",Core Markets,Benelux,NL Other + BL,Gabrielle,,,2026-09-01,EUR,1903.447075,1.0,1903.447075
core_markets_budget,2026.03.18 Core Markets Sales Budget 2026 New Regions FINAL.xlsx,NL Other_Belgium,2026.03.18,24007,"Apprenza Cosmetisch Instituut, Maartje van Loon",Core Markets,Benelux,NL Other + BL,Gabrielle,,,2026-10-01,EUR,2003.6285,1.0,2003.6285
core_markets_budget,2026.03.18 Core Markets Sales Budget 2026 New Regions FINAL.xlsx,NL Other_Belgium,2026.03.18,24007,"Apprenza Cosmetisch Instituut, Maartje van Loon",Core Markets,Benelux,NL Other + BL,Gabrielle,,,2026-11-01,EUR,1703.084225,1.0,1703.084225
core_markets_budget,2026.03.18 Core Markets Sales Budget 2026 New Regions FINAL.xlsx,NL Other_Belgium,2026.03.18,24007,"Apprenza Cosmetisch Instituut, Maartje van Loon",Core Markets,Benelux,NL Other + BL,Gabrielle,,,2026-12-01,EUR,1402.53995,1.0,1402.53995
core_markets_budget,2026.03.18 Core Markets Sales Budget 2026 New Regions FINAL.xlsx,NL Other_Belgium,2026.03.18,23118,Aqua Beautycare; Wendy Schotting,Core Markets,Benelux,NL Other + BL,Gabrielle,,,2026-01-01,EUR,700.0000000000001,1.0,700.0000000000001
core_markets_budget,2026.03.18 Core Markets Sales Budget 2026 New Regions FINAL.xlsx,NL Other_Belgium,2026.03.18,23118,Aqua Beautycare; Wendy Schotting,Core Markets,Benelux,NL Other + BL,Gabrielle,,,2026-02-01,EUR,800.0,1.0,800.0
core_markets_budget,2026.03.18 Core Markets Sales Budget 2026 New Regions FINAL.xlsx,NL Other_Belgium,2026.03.18,23118,Aqua Beautycare; Wendy Schotting,Core Markets,Benelux,NL Other + BL,Gabrielle,,,2026-03-01,EUR,1000.0,1.0,1000.0
core_markets_budget,2026.03.18 Core Markets Sales Budget 2026 New Regions FINAL.xlsx,NL Other_Belgium,2026.03.18,23118,Aqua Beautycare; Wendy Schotting,Core Markets,Benelux,NL Other + BL,Gabrielle,,,2026-04-01,EUR,850.0000000000001,1.0,850.0000000000001
core_markets_budget,2026.03.18 Core Markets Sales Budget 2026 New Regions FINAL.xlsx,NL Other_Belgium,2026.03.18,23118,Aqua Beautycare; Wendy Schotting,Core Markets,Benelux,NL Other + BL,Gabrielle,,,2026-05-01,EUR,900.0,1.0,900.0
core_markets_budget,2026.03.18 Core Markets Sales Budget 2026 New Regions FINAL.xlsx,NL Other_Belgium,2026.03.18,23118,Aqua Beautycare; Wendy Schotting,Core Markets,Benelux,NL Other + BL,Gabrielle,,,2026-06-01,EUR,800.0,1.0,800.0
core_markets_budget,2026.03.18 Core Markets Sales Budget 2026 New Regions FINAL.xlsx,NL Other_Belgium,2026.03.18,23118,Aqua Beautycare; Wendy Schotting,Core Markets,Benelux,NL Other + BL,Gabrielle,,,2026-07-01,EUR,800.0,1.0,800.0
core_markets_budget,2026.03.18 Core Markets Sales Budget 2026 New Regions FINAL.xlsx,NL Other_Belgium,2026.03.18,23118,Aqua Beautycare; Wendy Schotting,Core Markets,Benelux,NL Other + BL,Gabrielle,,,2026-08-01,EUR,650.0,1.0,650.0
core_markets_budget,2026.03.18 Core Markets Sales Budget 2026 New Regions FINAL.xlsx,NL Other_Belgium,2026.03.18,23118,Aqua Beautycare; Wendy Schotting,Core Markets,Benelux,NL Other + BL,Gabrielle,,,2026-09-01,EUR,950.0,1.0,950.0
core_markets_budget,2026.03.18 Core Markets Sales Budget 2026 New Regions FINAL.xlsx,NL Other_Belgium,2026.03.18,23118,Aqua Beautycare; Wendy Schotting,Core Markets,Benelux,NL Other + BL,Gabrielle,,,2026-10-01,EUR,1000.0,1.0,1000.0
core_markets_budget,2026.03.18 Core Markets Sales Budget 2026 New Regions FINAL.xlsx,NL Other_Belgium,2026.03.18,23118,Aqua Beautycare; Wendy Schotting,Core Markets,Benelux,NL Other + BL,Gabrielle,,,2026-11-01,EUR,850.0000000000001,1.0,850.0000000000001
core_markets_budget,2026.03.18 Core Markets Sales Budget 2026 New Regions FINAL.xlsx,NL Other_Belgium,2026.03.18,23118,Aqua Beautycare; Wendy Schotting,Core Markets,Benelux,NL Other + BL,Gabrielle,,,2026-12-01,EUR,700.0000000000001,1.0,700.0000000000001
core_markets_budget,2026.03.18 Core Markets Sales Budget 2026 New Regions FINAL.xlsx,NL Central,2026.03.18,23111,Avance; Lara Hiddema,Core Markets,Benelux,NL Central,Marjelein,,,2026-01-01,EUR,3274.516630000001,1.0,3274.516630000001
core_markets_budget,2026.03.18 Core Markets Sales Budget 2026 New Regions FINAL.xlsx,NL Central,2026.03.18,23111,Avance; Lara Hiddema,Core Markets,Benelux,NL Central,Marjelein,,,2026-02-01,EUR,3742.3047200000005,1.0,3742.3047200000005
core_markets_budget,2026.03.18 Core Markets Sales Budget 2026 New Regions FINAL.xlsx,NL Central,2026.03.18,23111,Avance; Lara Hiddema,Core Markets,Benelux,NL Central,Marjelein,,,2026-03-01,EUR,4677.880900000001,1.0,4677.880900000001
core_markets_budget,2026.03.18 Core Markets Sales Budget 2026 New Regions FINAL.xlsx,NL Central,2026.03.18,23111,Avance; Lara Hiddema,Core Markets,Benelux,NL Central,Marjelein,,,2026-04-01,EUR,3976.198765000001,1.0,3976.198765000001
core_markets_budget,2026.03.18 Core Markets Sales Budget 2026 New Regions FINAL.xlsx,NL Central,2026.03.18,23111,Avance; Lara Hiddema,Core Markets,Benelux,NL Central,Marjelein,,,2026-05-01,EUR,4210.092810000001,1.0,4210.092810000001
core_markets_budget,2026.03.18 Core Markets Sales Budget 2026 New Regions FINAL.xlsx,NL Central,2026.03.18,23111,Avance; Lara Hiddema,Core Markets,Benelux,NL Central,Marjelein,,,2026-06-01,EUR,3742.3047200000005,1.0,3742.3047200000005
core_markets_budget,2026.03.18 Core Markets Sales Budget 2026 New Regions FINAL.xlsx,NL Central,2026.03.18,23111,Avance; Lara Hiddema,Core Markets,Benelux,NL Central,Marjelein,,,2026-07-01,EUR,3742.3047200000005,1.0,3742.3047200000005
core_markets_budget,2026.03.18 Core Markets Sales Budget 2026 New Regions FINAL.xlsx,NL Central,2026.03.18,23111,Avance; Lara Hiddema,Core Markets,Benelux,NL Central,Marjelein,,,2026-08-01,EUR,3040.6225850000005,1.0,3040.6225850000005
core_markets_budget,2026.03.18 Core Markets Sales Budget 2026 New Regions FINAL.xlsx,NL Central,2026.03.18,23111,Avance; Lara Hiddema,Core Markets,Benelux,NL Central,Marjelein,,,2026-09-01,EUR,4443.986855000001,1.0,4443.986855000001
core_markets_budget,2026.03.18 Core Markets Sales Budget 2026 New Regions FINAL.xlsx,NL Central,2026.03.18,23111,Avance; Lara Hiddema,Core Markets,Benelux,NL Central,Marjelein,,,2026-10-01,EUR,4677.880900000001,1.0,4677.880900000001
core_markets_budget,2026.03.18 Core Markets Sales Budget 2026 New Regions FINAL.xlsx,NL Central,2026.03.18,23111,Avance; Lara Hiddema,Core Markets,Benelux,NL Central,Marjelein,,,2026-11-01,EUR,3976.198765000001,1.0,3976.198765000001
core_markets_budget,2026.03.18 Core Markets Sales Budget 2026 New Regions FINAL.xlsx,NL Central,2026.03.18,23111,Avance; Lara Hiddema,Core Markets,Benelux,NL Central,Marjelein,,,2026-12-01,EUR,3274.516630000001,1.0,3274.516630000001
core_markets_budget,2026.03.18 Core Markets Sales Budget 2026 New Regions FINAL.xlsx,NL Other_Belgium,2026.03.18,24009,BV Argenteuil: Lieve Decuypere,Core Markets,Benelux,NL Other + BL,Gabrielle,,,2026-01-01,EUR,3220.934437000001,1.0,3220.934437000001
core_markets_budget,2026.03.18 Core Markets Sales Budget 2026 New Regions FINAL.xlsx,NL Other_Belgium,2026.03.18,24009,BV Argenteuil: Lieve Decuypere,Core Markets,Benelux,NL Other + BL,Gabrielle,,,2026-02-01,EUR,3681.0679280000004,1.0,3681.0679280000004
core_markets_budget,2026.03.18 Core Markets Sales Budget 2026 New Regions FINAL.xlsx,NL Other_Belgium,2026.03.18,24009,BV Argenteuil: Lieve Decuypere,Core Markets,Benelux,NL Other + BL,Gabrielle,,,2026-03-01,EUR,4601.3349100000005,1.0,4601.3349100000005
core_markets_budget,2026.03.18 Core Markets Sales Budget 2026 New Regions FINAL.xlsx,NL Other_Belgium,2026.03.18,24009,BV Argenteuil: Lieve Decuypere,Core Markets,Benelux,NL Other + BL,Gabrielle,,,2026-04-01,EUR,3911.1346735000006,1.0,3911.1346735000006
core_markets_budget,2026.03.18 Core Markets Sales Budget 2026 New Regions FINAL.xlsx,NL Other_Belgium,2026.03.18,24009,BV Argenteuil: Lieve Decuypere,Core Markets,Benelux,NL Other + BL,Gabrielle,,,2026-05-01,EUR,4141.201419000001,1.0,4141.201419000001
core_markets_budget,2026.03.18 Core Markets Sales Budget 2026 New Regions FINAL.xlsx,NL Other_Belgium,2026.03.18,24009,BV Argenteuil: Lieve Decuypere,Core Markets,Benelux,NL Other + BL,Gabrielle,,,2026-06-01,EUR,3681.0679280000004,1.0,3681.0679280000004
core_markets_budget,2026.03.18 Core Markets Sales Budget 2026 New Regions FINAL.xlsx,NL Other_Belgium,2026.03.18,24009,BV Argenteuil: Lieve Decuypere,Core Markets,Benelux,NL Other + BL,Gabrielle,,,2026-07-01,EUR,3681.0679280000004,1.0,3681.0679280000004
core_markets_budget,2026.03.18 Core Markets Sales Budget 2026 New Regions FINAL.xlsx,NL Other_Belgium,2026.03.18,24009,BV Argenteuil: Lieve Decuypere,Core Markets,Benelux,NL Other + BL,Gabrielle,,,2026-08-01,EUR,2990.8676915000005,1.0,2990.8676915000005
core_markets_budget,2026.03.18 Core Markets Sales Budget 2026 New Regions FINAL.xlsx,NL Other_Belgium,2026.03.18,24009,BV Argenteuil: Lieve Decuypere,Core Markets,Benelux,NL Other + BL,Gabrielle,,,2026-09-01,EUR,4371.2681645,1.0,4371.2681645
core_markets_budget,2026.03.18 Core Markets Sales Budget 2026 New Regions FINAL.xlsx,NL Other_Belgium,2026.03.18,24009,BV Argenteuil: Lieve Decuypere,Core Markets,Benelux,NL Other + BL,Gabrielle,,,2026-10-01,EUR,4601.3349100000005,1.0,4601.3349100000005
core_markets_budget,2026.03.18 Core Markets Sales Budget 2026 New Regions FINAL.xlsx,NL Other_Belgium,2026.03.18,24009,BV Argenteuil: Lieve Decuypere,Core Markets,Benelux,NL Other + BL,Gabrielle,,,2026-11-01,EUR,3911.1346735000006,1.0,3911.1346735000006
core_markets_budget,2026.03.18 Core Markets Sales Budget 2026 New Regions FINAL.xlsx,NL Other_Belgium,2026.03.18,24009,BV Argenteuil: Lieve Decuypere,Core Markets,Benelux,NL Other + BL,Gabrielle,,,2026-12-01,EUR,3220.934437000001,1.0,3220.934437000001
core_markets_budget,2026.03.18 Core Markets Sales Budget 2026 New Regions FINAL.xlsx,NL Other_Belgium,2026.03.18,24034,Bar a Beauté; Lies Vervaele,Core Markets,Benelux,NL Other + BL,Gabrielle,,,2026-01-01,EUR,4574.08952,1.0,4574.08952
core_markets_budget,2026.03.18 Core Markets Sales Budget 2026 New Regions FINAL.xlsx,NL Other_Belgium,2026.03.18,24034,Bar a Beauté; Lies Vervaele,Core Markets,Benelux,NL Other + BL,Gabrielle,,,2026-02-01,EUR,5227.53088,1.0,5227.53088
core_markets_budget,2026.03.18 Core Markets Sales Budget 2026 New Regions FINAL.xlsx,NL Other_Belgium,2026.03.18,24034,Bar a Beauté; Lies Vervaele,Core Markets,Benelux,NL Other + BL,Gabrielle,,,2026-03-01,EUR,6534.413600000001,1.0,6534.413600000001
core_markets_budget,2026.03.18 Core Markets Sales Budget 2026 New Regions FINAL.xlsx,NL Other_Belgium,2026.03.18,24034,Bar a Beauté; Lies Vervaele,Core Markets,Benelux,NL Other + BL,Gabrielle,,,2026-04-01,EUR,5554.251560000001,1.0,5554.251560000001
core_markets_budget,2026.03.18 Core Markets Sales Budget 2026 New Regions FINAL.xlsx,NL Other_Belgium,2026.03.18,24034,Bar a Beauté; Lies Vervaele,Core Markets,Benelux,NL Other + BL,Gabrielle,,,2026-05-01,EUR,5880.97224,1.0,5880.97224
core_markets_budget,2026.03.18 Core Markets Sales Budget 2026 New Regions FINAL.xlsx,NL Other_Belgium,2026.03.18,24034,Bar a Beauté; Lies Vervaele,Core Markets,Benelux,NL Other + BL,Gabrielle,,,2026-06-01,EUR,5227.53088,1.0,5227.53088
core_markets_budget,2026.03.18 Core Markets Sales Budget 2026 New Regions FINAL.xlsx,NL Other_Belgium,2026.03.18,24034,Bar a Beauté; Lies Vervaele,Core Markets,Benelux,NL Other + BL,Gabrielle,,,2026-07-01,EUR,5227.53088,1.0,5227.53088
core_markets_budget,2026.03.18 Core Markets Sales Budget 2026 New Regions FINAL.xlsx,NL Other_Belgium,2026.03.18,24034,Bar a Beauté; Lies Vervaele,Core Markets,Benelux,NL Other + BL,Gabrielle,,,2026-08-01,EUR,4247.36884,1.0,4247.36884
core_markets_budget,2026.03.18 Core Markets Sales Budget 2026 New Regions FINAL.xlsx,NL Other_Belgium,2026.03.18,24034,Bar a Beauté; Lies Vervaele,Core Markets,Benelux,NL Other + BL,Gabrielle,,,2026-09-01,EUR,6207.69292,1.0,6207.69292
core_markets_budget,2026.03.18 Core Markets Sales Budget 2026 New Regions FINAL.xlsx,NL Other_Belgium,2026.03.18,24034,Bar a Beauté; Lies Vervaele,Core Markets,Benelux,NL Other + BL,Gabrielle,,,2026-10-01,EUR,6534.413600000001,1.0,6534.413600000001
core_markets_budget,2026.03.18 Core Markets Sales Budget 2026 New Regions FINAL.xlsx,NL Other_Belgium,2026.03.18,24034,Bar a Beauté; Lies Vervaele,Core Markets,Benelux,NL Other + BL,Gabrielle,,,2026-11-01,EUR,5554.251560000001,1.0,5554.251560000001
core_markets_budget,2026.03.18 Core Markets Sales Budget 2026 New Regions FINAL.xlsx,NL Other_Belgium,2026.03.18,24034,Bar a Beauté; Lies Vervaele,Core Markets,Benelux,NL Other + BL,Gabrielle,,,2026-12-01,EUR,4574.08952,1.0,4574.08952
core_markets_budget,2026.03.18 Core Markets Sales Budget 2026 New Regions FINAL.xlsx,NL Central,2026.03.18,23029,Beautien schoonheidssalon; Bartine Siekman,Core Markets,Benelux,NL Central,Marjelein,,,2026-01-01,EUR,2019.12788,1.0,2019.12788
core_markets_budget,2026.03.18 Core Markets Sales Budget 2026 New Regions FINAL.xlsx,NL Central,2026.03.18,23029,Beautien schoonheidssalon; Bartine Siekman,Core Markets,Benelux,NL Central,Marjelein,,,2026-02-01,EUR,2307.57472,1.0,2307.57472
core_markets_budget,2026.03.18 Core Markets Sales Budget 2026 New Regions FINAL.xlsx,NL Central,2026.03.18,23029,Beautien schoonheidssalon; Bartine Siekman,Core Markets,Benelux,NL Central,Marjelein,,,2026-03-01,EUR,2884.4683999999997,1.0,2884.4683999999997
core_markets_budget,2026.03.18 Core Markets Sales Budget 2026 New Regions FINAL.xlsx,NL Central,2026.03.18,23029,Beautien schoonheidssalon; Bartine Siekman,Core Markets,Benelux,NL Central,Marjelein,,,2026-04-01,EUR,2451.79814,1.0,2451.79814
core_markets_budget,2026.03.18 Core Markets Sales Budget 2026 New Regions FINAL.xlsx,NL Central,2026.03.18,23029,Beautien schoonheidssalon; Bartine Siekman,Core Markets,Benelux,NL Central,Marjelein,,,2026-05-01,EUR,2596.0215599999997,1.0,2596.0215599999997
