customer_code,customer_name,customer_region,sales_person,cluster_2026,growth_class,source_sheet,budget_month,budget_amount_usd,version_label,currency_code,source_file_name,extract_type,load_ts
25002,Porto Vita/Villa Grande Club; Fl,Southeast,Bethany,A,Grow,Southeast,2026-12-01,1890.0000000000002,us_budget_v2_manual_check,USD,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget_v2_monthly,2026-03-24T16:24:00+00:00
25004,Teton Mountain Lodge,West,Erin,C,Maintain,West,2026-01-01,480.0,us_budget_v2_manual_check,USD,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget_v2_monthly,2026-03-24T16:24:00+00:00
25004,Teton Mountain Lodge,West,Erin,C,Maintain,West,2026-02-01,480.0,us_budget_v2_manual_check,USD,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget_v2_monthly,2026-03-24T16:24:00+00:00
25004,Teton Mountain Lodge,West,Erin,C,Maintain,West,2026-03-01,540.0,us_budget_v2_manual_check,USD,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget_v2_monthly,2026-03-24T16:24:00+00:00
25004,Teton Mountain Lodge,West,Erin,C,Maintain,West,2026-04-01,540.0,us_budget_v2_manual_check,USD,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget_v2_monthly,2026-03-24T16:24:00+00:00
25004,Teton Mountain Lodge,West,Erin,C,Maintain,West,2026-05-01,540.0,us_budget_v2_manual_check,USD,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget_v2_monthly,2026-03-24T16:24:00+00:00
25004,Teton Mountain Lodge,West,Erin,C,Maintain,West,2026-06-01,480.0,us_budget_v2_manual_check,USD,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget_v2_monthly,2026-03-24T16:24:00+00:00
25004,Teton Mountain Lodge,West,Erin,C,Maintain,West,2026-07-01,480.0,us_budget_v2_manual_check,USD,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget_v2_monthly,2026-03-24T16:24:00+00:00
25004,Teton Mountain Lodge,West,Erin,C,Maintain,West,2026-08-01,360.0,us_budget_v2_manual_check,USD,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget_v2_monthly,2026-03-24T16:24:00+00:00
25004,Teton Mountain Lodge,West,Erin,C,Maintain,West,2026-09-01,540.0,us_budget_v2_manual_check,USD,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget_v2_monthly,2026-03-24T16:24:00+00:00
25004,Teton Mountain Lodge,West,Erin,C,Maintain,West,2026-10-01,600.0,us_budget_v2_manual_check,USD,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget_v2_monthly,2026-03-24T16:24:00+00:00
25004,Teton Mountain Lodge,West,Erin,C,Maintain,West,2026-11-01,540.0,us_budget_v2_manual_check,USD,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget_v2_monthly,2026-03-24T16:24:00+00:00
25004,Teton Mountain Lodge,West,Erin,C,Maintain,West,2026-12-01,420.00000000000006,us_budget_v2_manual_check,USD,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget_v2_monthly,2026-03-24T16:24:00+00:00
25008,"Stars Skincare Med Spa, Florida",Southeast,Bethany,Lost,Lose,Southeast,2026-01-01,0.0,us_budget_v2_manual_check,USD,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget_v2_monthly,2026-03-24T16:24:00+00:00
25008,"Stars Skincare Med Spa, Florida",Southeast,Bethany,Lost,Lose,Southeast,2026-02-01,0.0,us_budget_v2_manual_check,USD,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget_v2_monthly,2026-03-24T16:24:00+00:00
25008,"Stars Skincare Med Spa, Florida",Southeast,Bethany,Lost,Lose,Southeast,2026-03-01,0.0,us_budget_v2_manual_check,USD,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget_v2_monthly,2026-03-24T16:24:00+00:00
25008,"Stars Skincare Med Spa, Florida",Southeast,Bethany,Lost,Lose,Southeast,2026-04-01,0.0,us_budget_v2_manual_check,USD,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget_v2_monthly,2026-03-24T16:24:00+00:00
25008,"Stars Skincare Med Spa, Florida",Southeast,Bethany,Lost,Lose,Southeast,2026-05-01,0.0,us_budget_v2_manual_check,USD,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget_v2_monthly,2026-03-24T16:24:00+00:00
25008,"Stars Skincare Med Spa, Florida",Southeast,Bethany,Lost,Lose,Southeast,2026-06-01,0.0,us_budget_v2_manual_check,USD,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget_v2_monthly,2026-03-24T16:24:00+00:00
25008,"Stars Skincare Med Spa, Florida",Southeast,Bethany,Lost,Lose,Southeast,2026-07-01,0.0,us_budget_v2_manual_check,USD,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget_v2_monthly,2026-03-24T16:24:00+00:00
25008,"Stars Skincare Med Spa, Florida",Southeast,Bethany,Lost,Lose,Southeast,2026-08-01,0.0,us_budget_v2_manual_check,USD,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget_v2_monthly,2026-03-24T16:24:00+00:00
25008,"Stars Skincare Med Spa, Florida",Southeast,Bethany,Lost,Lose,Southeast,2026-09-01,0.0,us_budget_v2_manual_check,USD,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget_v2_monthly,2026-03-24T16:24:00+00:00
25008,"Stars Skincare Med Spa, Florida",Southeast,Bethany,Lost,Lose,Southeast,2026-10-01,0.0,us_budget_v2_manual_check,USD,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget_v2_monthly,2026-03-24T16:24:00+00:00
25008,"Stars Skincare Med Spa, Florida",Southeast,Bethany,Lost,Lose,Southeast,2026-11-01,0.0,us_budget_v2_manual_check,USD,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget_v2_monthly,2026-03-24T16:24:00+00:00
25008,"Stars Skincare Med Spa, Florida",Southeast,Bethany,Lost,Lose,Southeast,2026-12-01,0.0,us_budget_v2_manual_check,USD,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget_v2_monthly,2026-03-24T16:24:00+00:00
25010,"Four Seasons Hotel, Fort Lauderdale; FL",Southeast,Bethany,A+++,Grow,Southeast,2026-01-01,3600.0,us_budget_v2_manual_check,USD,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget_v2_monthly,2026-03-24T16:24:00+00:00
25010,"Four Seasons Hotel, Fort Lauderdale; FL",Southeast,Bethany,A+++,Grow,Southeast,2026-02-01,3600.0,us_budget_v2_manual_check,USD,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget_v2_monthly,2026-03-24T16:24:00+00:00
25010,"Four Seasons Hotel, Fort Lauderdale; FL",Southeast,Bethany,A+++,Grow,Southeast,2026-03-01,4050.0,us_budget_v2_manual_check,USD,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget_v2_monthly,2026-03-24T16:24:00+00:00
25010,"Four Seasons Hotel, Fort Lauderdale; FL",Southeast,Bethany,A+++,Grow,Southeast,2026-04-01,4050.0,us_budget_v2_manual_check,USD,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget_v2_monthly,2026-03-24T16:24:00+00:00
25010,"Four Seasons Hotel, Fort Lauderdale; FL",Southeast,Bethany,A+++,Grow,Southeast,2026-05-01,4050.0,us_budget_v2_manual_check,USD,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget_v2_monthly,2026-03-24T16:24:00+00:00
25010,"Four Seasons Hotel, Fort Lauderdale; FL",Southeast,Bethany,A+++,Grow,Southeast,2026-06-01,3600.0,us_budget_v2_manual_check,USD,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget_v2_monthly,2026-03-24T16:24:00+00:00
25010,"Four Seasons Hotel, Fort Lauderdale; FL",Southeast,Bethany,A+++,Grow,Southeast,2026-07-01,3600.0,us_budget_v2_manual_check,USD,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget_v2_monthly,2026-03-24T16:24:00+00:00
25010,"Four Seasons Hotel, Fort Lauderdale; FL",Southeast,Bethany,A+++,Grow,Southeast,2026-08-01,2700.0,us_budget_v2_manual_check,USD,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget_v2_monthly,2026-03-24T16:24:00+00:00
25010,"Four Seasons Hotel, Fort Lauderdale; FL",Southeast,Bethany,A+++,Grow,Southeast,2026-09-01,4050.0,us_budget_v2_manual_check,USD,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget_v2_monthly,2026-03-24T16:24:00+00:00
25010,"Four Seasons Hotel, Fort Lauderdale; FL",Southeast,Bethany,A+++,Grow,Southeast,2026-10-01,4500.0,us_budget_v2_manual_check,USD,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget_v2_monthly,2026-03-24T16:24:00+00:00
25010,"Four Seasons Hotel, Fort Lauderdale; FL",Southeast,Bethany,A+++,Grow,Southeast,2026-11-01,4050.0,us_budget_v2_manual_check,USD,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget_v2_monthly,2026-03-24T16:24:00+00:00
25010,"Four Seasons Hotel, Fort Lauderdale; FL",Southeast,Bethany,A+++,Grow,Southeast,2026-12-01,3150.0000000000005,us_budget_v2_manual_check,USD,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget_v2_monthly,2026-03-24T16:24:00+00:00
25012,"Rosewood Sense Spa, CA",West,Erin,Lost,Lose,West,2026-01-01,0.0,us_budget_v2_manual_check,USD,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget_v2_monthly,2026-03-24T16:24:00+00:00
25012,"Rosewood Sense Spa, CA",West,Erin,Lost,Lose,West,2026-02-01,0.0,us_budget_v2_manual_check,USD,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget_v2_monthly,2026-03-24T16:24:00+00:00
25012,"Rosewood Sense Spa, CA",West,Erin,Lost,Lose,West,2026-03-01,0.0,us_budget_v2_manual_check,USD,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget_v2_monthly,2026-03-24T16:24:00+00:00
25012,"Rosewood Sense Spa, CA",West,Erin,Lost,Lose,West,2026-04-01,0.0,us_budget_v2_manual_check,USD,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget_v2_monthly,2026-03-24T16:24:00+00:00
25012,"Rosewood Sense Spa, CA",West,Erin,Lost,Lose,West,2026-05-01,0.0,us_budget_v2_manual_check,USD,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget_v2_monthly,2026-03-24T16:24:00+00:00
25012,"Rosewood Sense Spa, CA",West,Erin,Lost,Lose,West,2026-06-01,0.0,us_budget_v2_manual_check,USD,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget_v2_monthly,2026-03-24T16:24:00+00:00
25012,"Rosewood Sense Spa, CA",West,Erin,Lost,Lose,West,2026-07-01,0.0,us_budget_v2_manual_check,USD,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget_v2_monthly,2026-03-24T16:24:00+00:00
25012,"Rosewood Sense Spa, CA",West,Erin,Lost,Lose,West,2026-08-01,0.0,us_budget_v2_manual_check,USD,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget_v2_monthly,2026-03-24T16:24:00+00:00
25012,"Rosewood Sense Spa, CA",West,Erin,Lost,Lose,West,2026-09-01,0.0,us_budget_v2_manual_check,USD,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget_v2_monthly,2026-03-24T16:24:00+00:00
25012,"Rosewood Sense Spa, CA",West,Erin,Lost,Lose,West,2026-10-01,0.0,us_budget_v2_manual_check,USD,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget_v2_monthly,2026-03-24T16:24:00+00:00
25012,"Rosewood Sense Spa, CA",West,Erin,Lost,Lose,West,2026-11-01,0.0,us_budget_v2_manual_check,USD,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget_v2_monthly,2026-03-24T16:24:00+00:00
25012,"Rosewood Sense Spa, CA",West,Erin,Lost,Lose,West,2026-12-01,0.0,us_budget_v2_manual_check,USD,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget_v2_monthly,2026-03-24T16:24:00+00:00
25015,Gateway Canyon Resort & Spa; CO,West,Erin,C,,West,2026-01-01,0.0,us_budget_v2_manual_check,USD,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget_v2_monthly,2026-03-24T16:24:00+00:00
25015,Gateway Canyon Resort & Spa; CO,West,Erin,C,,West,2026-02-01,0.0,us_budget_v2_manual_check,USD,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget_v2_monthly,2026-03-24T16:24:00+00:00
25015,Gateway Canyon Resort & Spa; CO,West,Erin,C,,West,2026-03-01,0.0,us_budget_v2_manual_check,USD,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget_v2_monthly,2026-03-24T16:24:00+00:00
25015,Gateway Canyon Resort & Spa; CO,West,Erin,C,,West,2026-04-01,0.0,us_budget_v2_manual_check,USD,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget_v2_monthly,2026-03-24T16:24:00+00:00
25015,Gateway Canyon Resort & Spa; CO,West,Erin,C,,West,2026-05-01,0.0,us_budget_v2_manual_check,USD,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget_v2_monthly,2026-03-24T16:24:00+00:00
25015,Gateway Canyon Resort & Spa; CO,West,Erin,C,,West,2026-06-01,0.0,us_budget_v2_manual_check,USD,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget_v2_monthly,2026-03-24T16:24:00+00:00
25015,Gateway Canyon Resort & Spa; CO,West,Erin,C,,West,2026-07-01,0.0,us_budget_v2_manual_check,USD,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget_v2_monthly,2026-03-24T16:24:00+00:00
25015,Gateway Canyon Resort & Spa; CO,West,Erin,C,,West,2026-08-01,0.0,us_budget_v2_manual_check,USD,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget_v2_monthly,2026-03-24T16:24:00+00:00
25015,Gateway Canyon Resort & Spa; CO,West,Erin,C,,West,2026-09-01,0.0,us_budget_v2_manual_check,USD,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget_v2_monthly,2026-03-24T16:24:00+00:00
25015,Gateway Canyon Resort & Spa; CO,West,Erin,C,,West,2026-10-01,0.0,us_budget_v2_manual_check,USD,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget_v2_monthly,2026-03-24T16:24:00+00:00
25015,Gateway Canyon Resort & Spa; CO,West,Erin,C,,West,2026-11-01,0.0,us_budget_v2_manual_check,USD,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget_v2_monthly,2026-03-24T16:24:00+00:00
25015,Gateway Canyon Resort & Spa; CO,West,Erin,C,,West,2026-12-01,0.0,us_budget_v2_manual_check,USD,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget_v2_monthly,2026-03-24T16:24:00+00:00
25016,"Williams Island POA, Inc.Florida",Southeast,Bethany,C,Maintain,Southeast,2026-01-01,400.0,us_budget_v2_manual_check,USD,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget_v2_monthly,2026-03-24T16:24:00+00:00
25016,"Williams Island POA, Inc.Florida",Southeast,Bethany,C,Maintain,Southeast,2026-02-01,400.0,us_budget_v2_manual_check,USD,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget_v2_monthly,2026-03-24T16:24:00+00:00
25016,"Williams Island POA, Inc.Florida",Southeast,Bethany,C,Maintain,Southeast,2026-03-01,450.0,us_budget_v2_manual_check,USD,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget_v2_monthly,2026-03-24T16:24:00+00:00
25016,"Williams Island POA, Inc.Florida",Southeast,Bethany,C,Maintain,Southeast,2026-04-01,450.0,us_budget_v2_manual_check,USD,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget_v2_monthly,2026-03-24T16:24:00+00:00
25016,"Williams Island POA, Inc.Florida",Southeast,Bethany,C,Maintain,Southeast,2026-05-01,450.0,us_budget_v2_manual_check,USD,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget_v2_monthly,2026-03-24T16:24:00+00:00
25016,"Williams Island POA, Inc.Florida",Southeast,Bethany,C,Maintain,Southeast,2026-06-01,400.0,us_budget_v2_manual_check,USD,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget_v2_monthly,2026-03-24T16:24:00+00:00
25016,"Williams Island POA, Inc.Florida",Southeast,Bethany,C,Maintain,Southeast,2026-07-01,400.0,us_budget_v2_manual_check,USD,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget_v2_monthly,2026-03-24T16:24:00+00:00
25016,"Williams Island POA, Inc.Florida",Southeast,Bethany,C,Maintain,Southeast,2026-08-01,300.0,us_budget_v2_manual_check,USD,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget_v2_monthly,2026-03-24T16:24:00+00:00
25016,"Williams Island POA, Inc.Florida",Southeast,Bethany,C,Maintain,Southeast,2026-09-01,450.0,us_budget_v2_manual_check,USD,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget_v2_monthly,2026-03-24T16:24:00+00:00
25016,"Williams Island POA, Inc.Florida",Southeast,Bethany,C,Maintain,Southeast,2026-10-01,500.0,us_budget_v2_manual_check,USD,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget_v2_monthly,2026-03-24T16:24:00+00:00
25016,"Williams Island POA, Inc.Florida",Southeast,Bethany,C,Maintain,Southeast,2026-11-01,450.0,us_budget_v2_manual_check,USD,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget_v2_monthly,2026-03-24T16:24:00+00:00
25016,"Williams Island POA, Inc.Florida",Southeast,Bethany,C,Maintain,Southeast,2026-12-01,350.00000000000006,us_budget_v2_manual_check,USD,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget_v2_monthly,2026-03-24T16:24:00+00:00
